Series Name,Series Code,Country Name,2019 [YR2019]
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA blend,1758.035927
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA only,1127.588609
GDP per capita (current US$),NY.GDP.PCAP.CD,IDA total,1337.76133
GDP per capita (current US$),NY.GDP.PCAP.CD,Late-demographic dividend,9983.135636
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean,8692.727038
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & Caribbean (excluding high income),8213.078063
GDP per capita (current US$),NY.GDP.PCAP.CD,Latin America & the Caribbean (IDA & IBRD countries),8512.739534
GDP per capita (current US$),NY.GDP.PCAP.CD,Least developed countries: UN classification,1097.289675
GDP per capita (current US$),NY.GDP.PCAP.CD,Low & middle income,4998.016499
GDP per capita (current US$),NY.GDP.PCAP.CD,Low income,688.2790286
GDP per capita (current US$),NY.GDP.PCAP.CD,Lower middle income,2352.783694
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa,7360.953008
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (excluding high income),3365.511871
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle East & North Africa (IDA & IBRD countries),3361.91299
GDP per capita (current US$),NY.GDP.PCAP.CD,Middle income,5480.250809
GDP per capita (current US$),NY.GDP.PCAP.CD,North America,63341.78364
GDP per capita (current US$),NY.GDP.PCAP.CD,Not classified,..
GDP per capita (current US$),NY.GDP.PCAP.CD,OECD members,39509.57109
GDP per capita (current US$),NY.GDP.PCAP.CD,Other small states,13808.44241
GDP per capita (current US$),NY.GDP.PCAP.CD,Pacific island small states,4268.838313
GDP per capita (current US$),NY.GDP.PCAP.CD,Post-demographic dividend,45769.58387
GDP per capita (current US$),NY.GDP.PCAP.CD,Pre-demographic dividend,1482.795794
GDP per capita (current US$),NY.GDP.PCAP.CD,Small states,12612.72433
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia,1959.342256
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia (IDA & IBRD),1959.342256
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa,1600.881015
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (excluding high income),1599.592575
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (IDA & IBRD countries),1600.881015
GDP per capita (current US$),NY.GDP.PCAP.CD,Upper middle income,9589.037874
GDP per capita (current US$),NY.GDP.PCAP.CD,World,11394.86113
